model,dataset,predict_balance_accuracy,groundtruth_balance_accuracy
585,35,0.94039995,0.550243902
586,35,0.436252954,0.550243902
587,35,0.5,0.510731707
588,35,0.882309823,0.388780488
589,35,0.5,0.5
590,35,0.699440421,0.469512195
591,35,0.500032916,0.5
592,35,0.255354224,0.520731707
593,35,0.5,0.565121951
594,35,0.711845563,0.713902439
595,35,0.497070441,0.747804878
596,35,0.500281849,0.512195122
947,35,0.272383236,0.442926829
948,35,0.25,0.603658537
949,35,0.243186442,0.518292683
950,35,0.63844249,0.650731707
951,35,0.564028704,0.639756098
952,35,0.608247423,0.66
953,35,0.0145084,0.472682927
954,35,0.5029431,0.598536585
955,35,0.479494559,0.479756098
956,35,0.260479516,0.720731707
957,35,0.247183466,0.489512195
958,35,0.25,0.52
959,35,0.232234691,0.559756098
960,35,0.561173438,0.557317073
961,35,0.246183795,0.543658537
962,35,0.460935921,0.399756098
963,35,0.25,0.547560976
964,35,0.25,0.5
965,35,0.25,0.493902439
966,35,0.5,0.5
967,35,0.5,0.5
968,35,0.5,0.52
969,35,0.304483968,0.5
970,35,0.022403183,0.5
971,35,0.21722218,0.506097561
1572,35,0.663129169,0.754390244
1573,35,,0.795365854
1574,35,0.516,0.85804878
1575,35,0.975237518,0.975609756
1576,35,0.546428571,0.981707317
1577,35,0.967758237,0.969512195
1578,35,0.97743582,0.981707317
1579,35,0.545255124,0.981707317
1580,35,0.957069941,0.955609756
1581,35,0.955124318,0.961707317
1582,35,0.960026279,0.937317073
1583,35,0.5,0.5
1584,35,0.496021531,0.665853659
1585,35,0.562542364,0.737317073
1586,35,0.4819,0.696097561
1587,35,0.225859248,0.546829268
1588,35,0.419146287,0.955609756
1589,35,0.514104333,0.506097561
1590,35,0.558,0.963414634
1591,35,0.559253083,0.594146341
1592,35,0.879244997,0.847804878
1593,35,0.5,0.583414634
1594,35,0.887734991,0.935609756
1595,35,0.505031594,0.955609756
1596,35,0.492,0.622439024
147,47,0.5,0.18621695
148,47,0.524136313,0.198287566
149,47,0.196665605,0.196665605
150,47,0.105820106,0.12695989
151,47,0.192909869,0.075954505
152,47,0.338333333,0.157023719
153,47,0.138867884,0.156904588
154,47,0.537442516,0.188011978
155,47,0.142167313,0.106116985
156,47,0.225157619,0.134447803
157,47,0.4765,0.307924978
158,47,0.171876927,0.164898774
159,47,0.166666667,0.162498732
160,47,0.493070536,0.140288682
161,47,0.592959363,0.182632621
162,47,0.5,0.17658516
163,47,0.501105278,0.156510569
164,47,0.495082276,0.170712322
165,47,0.509991029,0.166136858
166,47,0.2,0.145882511
167,47,0.5,0.149152606
168,47,0.223183451,0.119875776
169,47,0.478333333,0.177856075
170,47,0.15092421,0.15092421
171,47,0.204505061,0.145331413
897,47,0.091269841,0.188530174
898,47,,0.153341014
899,47,0.52173913,0.175579612
900,47,0.279083903,0.228318426
901,47,0.295942982,0.090711528
902,47,0.608247423,0.188587833
903,47,0.240720033,0.201507684
904,47,0.226364765,0.201555966
905,47,0.155266955,0.131294489
906,47,0.06984127,0.110465678
907,47,0.29677177,0.29677177
908,47,0.171011949,0.171011949
909,47,0.171933763,0.134697737
910,47,0.501962067,0.160107473
911,47,0.234141263,0.161100672
912,47,0.223618409,0.225286966
913,47,0.485269654,0.211812872
914,47,0.2,0.179796392
915,47,0.500981033,0.175772489
916,47,0.5,0.152687513
917,47,0.510675927,0.107152564
918,47,0.100684791,0.100684791
919,47,0.058521406,0.058521406
920,47,0.393292123,0.19685389
921,47,0.21722218,0.13924485
1147,47,,0.23299862
1148,47,0.062694622,0.212355737
1149,47,0.1956,0.19865736
1150,47,0.461035284,0.220780689
1151,47,0.165916418,0.253430098
1152,47,0.167784158,0.206106474
1153,47,0.470917842,0.143974683
1154,47,0.219,0.143840185
1155,47,0.221431273,0.221431273
1156,47,0.878571429,0.106078393
1157,47,0.218275248,0.17603806
1158,47,0.2,0.166835816
1159,47,0.195980927,0.166999023
1160,47,0.50048853,0.233902742
1161,47,0.214213861,0.167029955
1162,47,0.184937211,0.189277651
1163,47,0.205666543,0.222433438
1164,47,0.5,0.164520483
1165,47,0.219891479,0.322511751
1166,47,0.793886868,0.166666667
1167,47,0.204252736,0.204252736
1168,47,0.511122998,0.105150037
1169,47,0.547914852,0.266362973
1170,47,0.49164888,0.265057801
1171,47,0.487395152,0.166871609
1247,47,0.508175278,0.759410782
1248,47,0.631230926,0.79214292
1249,47,0.555078196,0.787609232
1250,47,0.343666667,0.921266906
1251,47,0.3488,0.927829745
1252,47,0.712129478,0.89705022
1253,47,0.587402255,0.924765213
1254,47,0.219,0.924779574
1255,47,0.178863933,0.923340641
1256,47,0.733468973,0.915783203
1257,47,0.920739182,0.920739182
1258,47,0.201374803,0.238325662
1259,47,0.336515333,0.539139716
1260,47,0.791529764,0.791529764
1261,47,0.214213861,0.782598203
1262,47,0.562785202,0.572262967
1263,47,0.199469485,0.918888928
1264,47,0.583280782,0.583280782
1265,47,0.829847925,0.91811476
1266,47,0.4762,0.535491168
1267,47,0.501525941,0.903237577
1268,47,0.236263132,0.667283508
1269,47,0.886396029,0.886396029
1270,47,0.8867093,0.8867093
1271,47,0.314834535,0.628559431
1447,47,0.742058117,0.742058117
1448,47,0.474,0.798913128
1449,47,0.782316019,0.782316019
1450,47,0.252340119,0.9238678
1451,47,0.6875,0.93104723
1452,47,0.251343555,0.907210613
1453,47,0.125,0.924842827
1454,47,0.127789781,0.927948794
1455,47,0.925213791,0.925213791
1456,47,0.19354073,0.915233212
1457,47,0.246244265,0.921393157
1458,47,0.111576736,0.193764257
1459,47,0.181383145,0.546358364
1460,47,0.80043098,0.80043098
1461,47,0.783090104,0.783090104
1462,47,0.3606,0.562785202
1463,47,0.5,0.913451183
1464,47,0.103347221,0.494752478
1465,47,0.25,0.922084452
1466,47,0.125,0.538597022
1467,47,0.5,0.914742197
1468,47,0.661409052,0.661409052
1469,47,0.878385308,0.878385308
1470,47,0.070951367,0.88841296
1471,47,0.33904354,0.621504698
1847,47,0.481672239,0.179751431
1848,47,0.501423428,0.203638113
1849,47,0.301098074,0.200825776
1850,47,0.200381952,0.182889735
1851,47,0.276005871,0.111151128
1852,47,0.23414392,0.23414392
1853,47,0.503850527,0.146028599
1854,47,0.295833333,0.229190341
1855,47,0.663410663,0.104168937
1856,47,0.189565402,0.132109006
1857,47,0.148952512,0.148952512
1858,47,0.538511305,0.166666667
1859,47,0.528083028,0.087596489
1860,47,0.509621607,0.121767661
1861,47,0.5,0.155439019
1862,47,0.503586112,0.112824533
1863,47,0.433526525,0.276429339
1864,47,0.5,0.166666667
1865,47,0.6845,0.153466626
1866,47,0.166666667,0.166666667
1867,47,0.6385,0.168525807
1868,47,0.5,0.166666667
1869,47,0.333,0.246260048
1870,47,0.205462948,0.205462948
1871,47,0.306466667,0.170965342
1172,61,,0.925197796
1173,61,0.631230926,0.944824257
1174,61,0.2274,0.836034753
1175,61,0.942857143,0.924543982
1176,61,0.921677551,0.934627646
1177,61,0.712129478,0.907266816
1178,61,0.184,0.953578191
1179,61,0.219,0.940325324
1180,61,0.221431273,0.952548794
1181,61,0.878571429,0.951516146
1182,61,0.56937625,0.942875086
1183,61,0.250578192,0.863819508
1184,61,,0.884860705
1185,61,0.50048853,0.913300826
1186,61,0.214213861,0.89231359
1187,61,0.532,0.77379723
1188,61,0.142727277,0.956758039
1189,61,0.5,0.563533693
1190,61,0.2,0.958491957
1191,61,0.793886868,0.800519843
1192,61,0.204252736,0.941236893
1193,61,0.511122998,0.928353103
1194,61,0.912027571,0.925925233
1195,61,0.49164888,0.953332706
1196,61,0.487395152,0.904231923
1522,61,0.139759494,0.498980344
1523,61,0.474,0.5
1524,61,0.141618652,0.499882959
1525,61,0.134755983,0.538727994
1526,61,0.676178443,0.68445545
1527,61,0.127800482,0.558548917
1528,61,0.475447332,0.524760831
1529,61,0.545255124,0.561426666
1530,61,0.996837795,0.529773122
1531,61,0.129361517,0.571353727
1532,61,0.396291764,0.39317377
1533,61,0.5,0.5
1534,61,0.5,0.5
1535,61,0.124098888,0.5
1536,61,0.118497923,0.5
1537,61,0.562785202,0.5
1538,61,0.966981586,0.5
1539,61,0.103347221,0.499531835
1540,61,0.5,0.489264742
1541,61,0.5,0.5
1542,61,0.501521179,0.501521536
1543,61,0.113488109,0.5
1544,61,0.466205539,0.498515285
1545,61,0.070951367,0.499684144
1546,61,0.5,0.5
1597,61,0.5,0.5
1598,61,0.111185335,0.558913902
1599,61,0.141618652,0.5207606
1600,61,0.134755983,0.511631823
1601,61,0.505020136,0.505020136
1602,61,0.127800482,0.919724389
1603,61,0.114920884,0.497969962
1604,61,0.545255124,0.364440945
1605,61,0.489285714,0.504150331
1606,61,0.129361517,0.606829763
1607,61,0.494601289,0.484565857
1608,61,0.5,0.5
1609,61,0.496021531,0.496021531
1610,61,0.507896399,0.507896399
1611,61,0.118497923,0.435985538
1612,61,0.125,0.5
1613,61,0.505751639,0.504488215
1614,61,0.5,0.5
1615,61,0.224119918,0.518886679
1616,61,0.5,0.5
1617,61,0.5,0.5
1618,61,0.5,0.5
1619,61,0.778571429,0.647286011
1620,61,0.505031594,0.505031594
1621,61,0.510714286,0.50276908
97,62,0.556521739,0.653832546
98,62,0.715,0.714315455
99,62,0.7025,0.700506875
100,62,0.989,0.989127503
101,62,0.31652485,0.989618642
102,62,0.338333333,0.974299015
103,62,0.9915,0.989123104
104,62,0.25993441,0.990113201
105,62,0.988,0.990112224
106,62,0.9895,0.98961913
107,62,0.9895,0.989620108
108,62,0.562,0.562178194
109,62,0.557,0.562688392
110,62,0.7135,0.713722667
111,62,0.714,0.709408952
112,62,0.5,0.558911265
113,62,0.5,0.979735264
114,62,0.3292,0.561373313
115,62,0.218333333,0.980231778
116,62,0.16984507,0.589196213
117,62,0.9755,0.974786733
118,62,0.541304348,0.581171833
119,62,0.968,0.967867294
120,62,0.963,0.964419547
121,62,0.5,0.576523362
247,62,0.509,0.5
248,62,0.5,0.5
249,62,0.5,0.5
250,62,0.504,0.399006189
251,62,0.523,0.516346864
252,62,0.454,0.455462736
253,62,0.50754674,0.454634397
254,62,0.579,0.542747661
255,62,0.625,0.54536658
256,62,0.5285,0.540466919
257,62,0.4565,0.440949457
258,62,0.449866287,0.5
259,62,0.4915,0.5
260,62,0.278455798,0.5
261,62,0.5015,0.5
262,62,0.5,0.499504463
263,62,0.5,0.5
264,62,0.5,0.5
265,62,0.3965,0.500494071
266,62,0.5,0.505921035
267,62,0.105555556,0.500494071
268,62,0.1,0.491083262
269,62,0.155,0.156278467
270,62,0.168160598,0.065260885
271,62,0.5,0.5
297,62,0.509,0.507950098
298,62,0.5,0.517404401
299,62,0.5,0.507949121
300,62,0.504,0.503950614
301,62,0.523,0.52166436
302,62,0.454,0.511227779
303,62,0.573260073,0.468561241
304,62,0.579,0.598648561
305,62,0.625,0.624875383
306,62,0.5285,0.397935946
307,62,0.4565,0.426201604
308,62,0.5,0.5
309,62,0.5,0.45269281
310,62,0.5,0.482656686
311,62,0.5015,0.501484657
312,62,0.5,0.523123605
313,62,0.5,0.498023715
314,62,0.5,0.583825938
315,62,0.3965,0.408829946
316,62,0.5,0.5
317,62,0.105555556,0.499011858
318,62,0.1,0.532691774
319,62,0.155,0.453143387
320,62,0.168160598,0.416144251
321,62,0.5,0.507423285
372,62,0.776,0.776555713
373,62,0.7495,0.748354562
374,62,0.548,0.770197785
375,62,0.9925,0.989123104
376,62,0.9945,0.990110758
377,62,0.9835,0.98368881
378,62,0.5,0.993573166
379,62,0.991407809,0.994561797
380,62,0.991,0.990609227
381,62,0.548397646,0.991103787
382,62,0.3415,0.987643823
383,62,0.5,0.530180368
384,62,0.5,0.638228498
385,62,0.785,0.779058812
386,62,0.5335,0.757265925
387,62,0.5,0.612048103
388,62,0.505566003,0.961426287
389,62,0.5,0.619292037
390,62,0.262,0.982206597
391,62,0.5,0.593271934
392,62,0.5,0.978741746
393,62,0.5,0.588912281
394,62,0.499533147,0.970833187
395,62,0.9365,0.974299504
396,62,0.6635,0.663410489
422,62,0.776,0.500000489
423,62,0.541,0.541116884
424,62,0.548,0.529794298
425,62,0.2845,0.289276946
426,62,0.9945,0.45803474
427,62,0.507,0.507572337
428,62,0.5,0.508493528
429,62,0.991407809,0.591739385
430,62,0.51,0.510080322
431,62,0.499881263,0.477822998
432,62,0.3415,0.341513607
433,62,0.5,0.5
434,62,0.5,0.52204261
435,62,0.5175,0.508373309
436,62,0.5335,0.531008707
437,62,0.5,0.517140017
438,62,0.519504089,0.509563771
439,62,0.532608696,0.5
440,62,0.262,0.267443986
441,62,0.5,0.5
442,62,0.541304348,0.499505929
443,62,0.463043478,0.535058037
444,62,0.5,0.890209181
445,62,0.9365,0.935217059
446,62,0.6635,0.523027332
1022,62,0.455745896,0.471251999
1023,62,0.4585,0.456793454
1024,62,0.12849213,0.431548911
1025,62,0.3805,0.380242725
1026,62,0.460742327,0.424718902
1027,62,0.4425,0.430957589
1028,62,0.324,0.313869569
1029,62,0.225876252,0.364215956
1030,62,0.6545,0.677789376
1031,62,0.484,0.514132585
1032,62,0.472,0.472456144
1033,62,0.5,0.5
1034,62,0.099506085,0.416105156
1035,62,0.4855,0.481277098
1036,62,0.4905,0.491303664
1037,62,0.532,0.412260099
1038,62,0.125757576,0.466420755
1039,62,0.125,0.411248011
1040,62,0.489,0.489130435
1041,62,0.125,0.449894051
1042,62,0.341466667,0.49604792
1043,62,0.4185,0.419267504
1044,62,0.476,0.475809573
1045,62,0.125,0.467902969
1046,62,0.4295,0.43008429
1347,62,0.125569476,0.500000489
1348,62,0.505,0.50495244
1349,62,0.11257044,0.547329181
1350,62,0.189554455,0.508339589
1351,62,0.3488,0.421618129
1352,62,0.504,0.502552945
1353,62,0.446866667,0.421514037
1354,62,0.127789781,0.551037403
1355,62,0.131982968,0.453226954
1356,62,0.489,0.491271898
1357,62,0.212,0.530844505
1358,62,0.184,0.5
1359,62,0.5005,0.5
1360,62,0.5265,0.524672769
1361,62,0.509,0.494841819
1362,62,0.532,0.531464659
1363,62,0.175787464,0.466929976
1364,62,0.125,0.498537823
1365,62,0.248,0.24855004
1366,62,0.125,0.497556523
1367,62,0.5125,0.511872368
1368,62,0.455,0.508925046
1369,62,0.913,0.912957957
1370,62,0.9495,0.948570663
1371,62,0.33904354,0.549058186
1472,62,0.4985,0.497373262
1473,62,0.474,0.473691567
1474,62,0.496,0.515183769
1475,62,0.500518403,0.492573783
1476,62,0.4815,0.494043291
1477,62,0.907900211,0.61695314
1478,62,0.475447332,0.556600224
1479,62,0.4775,0.477622145
1480,62,0.996837795,0.617451121
1481,62,0.19354073,0.57158656
1482,62,0.396291764,0.519264865
1483,62,0.5,0.5
1484,62,0.5,0.5
1485,62,0.516,0.515837155
1486,62,0.783090104,0.47027754
1487,62,0.184937211,0.500993518
1488,62,0.966981586,0.496543945
1489,62,0.5,0.5
1490,62,0.5,0.5
1491,62,0.5,0.5
1492,62,0.501521179,0.5
1493,62,0.5195,0.487828061
1494,62,0.074387295,0.579175023
1495,62,0.509,0.495720982
1496,62,0.5,0.5
1622,62,0.5,0.50791589
1623,62,0.172376874,0.503469738
1624,62,0.5485,0.556477561
1625,62,0.322466667,0.47487421
1626,62,0.505020136,0.537498094
1627,62,0.7085,0.708297659
1628,62,0.114920884,0.31086116
1629,62,0.54,0.545936888
1630,62,0.357933333,0.529465406
1631,62,0.507,0.473212645
1632,62,0.5615,0.58290377
1633,62,0.467223352,0.5
1634,62,0.496021531,0.529616902
1635,62,0.507896399,0.541280597
1636,62,0.071377587,0.507437945
1637,62,0.532,0.507576735
1638,62,0.526,0.543389807
1639,62,0.47,0.470634776
1640,62,0.405,0.397238089
1641,62,0.5,0.5
1642,62,0.5,0.503461919
1643,62,0.5,0.5
1644,62,0.8655,0.864491092
1645,62,0.505031594,0.945107767
1646,62,0.526,0.525958039
1797,62,0.452,0.442801613
1798,62,0.522,0.522479993
1799,62,0.484,0.483794369
1800,62,0.45,0.450146218
1801,62,0.319466667,0.613291833
1802,62,0.23414392,0.61782595
1803,62,0.486285933,0.630765629
1804,62,0.295833333,0.547195279
1805,62,0.663410663,0.511466262
1806,62,0.498333333,0.359789841
1807,62,0.148952512,0.45953699
1808,62,0.5095,0.519818068
1809,62,0.4675,0.468717135
1810,62,0.509621607,0.503522028
1811,62,0.5,0.520163576
1812,62,0.125,0.510226442
1813,62,0.503,0.502984952
1814,62,0.5075,0.50664186
1815,62,0.6845,0.531723668
1816,62,0.5215,0.522365638
1817,62,0.6385,0.625679775
1818,62,0.5,0.5
1819,62,0.521,0.522808396
1820,62,0.5645,0.5574745
1821,62,0.555,0.556467298
222,67,0.497782154,0.857895496
223,67,0.045424837,0.898710159
224,67,0.31204447,0.927647247
225,67,0.496,0.977966102
226,67,0.31652485,0.988165692
227,67,0.483927407,0.984936386
228,67,0.50754674,0.980225989
229,67,0.490297079,0.987075879
230,67,0.997759392,0.989325733
231,67,0.47830503,0.979136176
232,67,0.5,0.991050747
233,67,0.5,0.773046092
234,67,0.922296906,0.880333214
235,67,0.17239298,0.940290449
236,67,0.226038498,0.923167604
237,67,0.501017294,0.877906532
238,67,0.5,0.984966484
239,67,0.5,0.931544988
240,67,0.5,0.982696564
241,67,0.490486365,0.92454147
242,67,0.5,0.940621532
243,67,0.458409422,0.915378393
244,67,0.19369992,0.972881356
245,67,0.168160598,0.976501941
246,67,0.479599105,0.924561536
347,67,0.5,0.649946387
348,67,0.499718151,0.5
349,67,0.5,0.456815089
350,67,0.4292438,0.628641121
351,67,0.500478164,0.521036889
352,67,0.442902891,0.504255159
353,67,0.573260073,0.368149012
354,67,0.459034737,0.392928134
355,67,0.490459289,0.495503427
356,67,0.447649573,0.571332543
357,67,0.434106842,0.414691774
358,67,0.5,0.5
359,67,0.5,0.5
360,67,0.500047086,0.477585483
361,67,0.5,0.48237238
362,67,0.5,0.473618766
363,67,0.519504089,0.246617381
364,67,0.501972943,0.501109878
365,67,0.5,0.5
366,67,0.5,0.5
367,67,0.5,0.595829493
368,67,0.5,0.5
369,67,0.499533147,0.500554939
370,67,0.625721375,0.504994451
371,67,0.503399095,0.512690231
522,67,0.533948792,0.328732043
523,67,0.333333333,0.502219756
524,67,0.333333333,0.606727616
525,67,0.838933449,0.496690432
526,67,0.466899131,0.551623118
527,67,0.512380715,0.488340011
528,67,0.495145344,0.513733015
529,67,0.797051823,0.577846335
530,67,0.554516647,0.316433091
531,67,0.44410754,0.427639095
532,67,0.360602361,0.438169767
533,67,0.5,0.5
534,67,0.5,0.5
535,67,0.503306878,0.515488127
536,67,0.327222551,0.510998451
537,67,0.5,0.497225305
538,67,0.882309823,0.5
539,67,0.333333333,0.712240637
540,67,0.503819503,0.504429479
541,67,0.333333333,0.5
542,67,0.5,0.5
543,67,0.5,0.5
544,67,0.726573089,0.605911197
545,67,0.511090761,0.505460976
546,67,0.5,0.5
622,67,0.492279977,0.502817961
623,67,0.468828593,0.535231413
624,67,0.114693881,0.526455226
625,67,0.983156098,0.586067583
626,67,0.466899131,0.505767603
627,67,0.125,0.440403318
628,67,0.480607229,0.554632956
629,67,0.456471239,0.537425459
630,67,0.547249451,0.514903717
631,67,0.125,0.421921029
632,67,0.510783287,0.508732294
633,67,0.14477578,0.5
634,67,0.132467559,0.47411539
635,67,0.119396233,0.332355763
636,67,0.831756207,0.478739881
637,67,0.5,0.360719101
638,67,0.125,0.393365815
639,67,0.53978429,0.358715677
640,67,0.5157301,0.477165359
641,67,0.53486529,0.302227907
642,67,0.162308242,0.467988487
643,67,0.502340252,0.522687284
644,67,0.485704111,0.564672022
645,67,0.138767085,0.387518576
646,67,0.115851608,0.334101469
647,67,0.492279977,0.418021407
648,67,0.468828593,0.561986995
649,67,0.114693881,0.410148172
650,67,0.983156098,0.61360008
651,67,0.466157608,0.526067082
652,67,0.125,0.518575092
653,67,0.480607229,0.567941459
654,67,0.456471239,0.5203672
655,67,0.782570827,0.510722549
656,67,0.125,0.405093524
657,67,0.510783287,0.591198731
658,67,0.14477578,0.502774695
659,67,0.132467559,0.43057118
660,67,0.119396233,0.37065094
661,67,0.831756207,0.551624372
662,67,0.5,0.491925481
663,67,0.125,0.517853358
664,67,0.53978429,0.603685798
665,67,0.5157301,0.496150542
666,67,0.53486529,0.538614973
667,67,0.162308242,0.447376111
668,67,0.502340252,0.481225506
669,67,0.485704111,0.493007769
670,67,0.138767085,0.515035397
671,67,0.115851608,0.517739862
1747,67,0.481672239,0.490758542
1748,67,0.501423428,0.499989967
1749,67,0.498088894,0.362420913
1750,67,0.443098947,0.732163886
1751,67,0.540277778,0.502271174
1752,67,0.819985058,0.482395581
1753,67,0.486285933,0.506926391
1754,67,0.295833333,0.53419051
1755,67,0.492896363,0.346199765
1756,67,0.480476564,0.289729553
1757,67,0.538843656,0.37061269
1758,67,0.5,0.5
1759,67,0.5004363,0.487999523
1760,67,0.509621607,0.5
1761,67,0.542241355,0.5
1762,67,0.3606,0.496760661
1763,67,0.204,0.5
1764,67,0.5,0.5
1765,67,0.6845,0.5
1766,67,0.499718151,0.5
1767,67,0.6385,0.5
1768,67,0.498608147,0.5
1769,67,0.331944444,0.57740113
1770,67,0.471981764,0.5
1771,67,0.5130906,0.497780244
