dataset,predict_balance_accuracy,groundtruth_balance_accuracy,model
35,,0.5,591
35,0.993213766,0.520731707,592
35,,0.565121951,593
35,0.98012603,0.713902439,594
35,0.977217644,0.747804878,595
35,,0.512195122,596
35,0.988333333,0.442926829,947
35,1.0,0.603658537,948
35,1.0,0.518292683,949
35,1.0,0.650731707,950
35,1.0,0.639756098,951
35,1.0,0.66,952
35,1.0,0.472682927,953
35,1.0,0.598536585,954
35,1.0,0.479756098,955
35,1.0,0.720731707,956
35,1.0,0.489512195,957
35,,0.52,958
35,0.996666667,0.559756098,959
35,1.0,0.557317073,960
35,1.0,0.543658537,961
35,,0.399756098,962
35,1.0,0.547560976,963
35,0.998333333,0.5,964
35,1.0,0.493902439,965
35,0.953333333,0.5,966
35,1.0,0.5,967
35,0.933333333,0.52,968
35,1.0,0.5,969
35,1.0,0.5,970
35,0.995,0.506097561,971
35,0.907483795,0.754390244,1572
35,0.929876252,0.795365854,1573
35,0.931054803,0.85804878,1574
35,0.974874372,0.975609756,1575
35,0.979899497,0.981707317,1576
35,0.967336683,0.969512195,1577
35,0.977386935,0.981707317,1578
35,0.979899497,0.981707317,1579
35,0.957286432,0.955609756,1580
35,0.954773869,0.961707317,1581
35,0.959798995,0.937317073,1582
35,,0.5,1583
35,,0.665853659,1584
35,0.935179729,0.737317073,1585
35,,0.696097561,1586
35,,0.546829268,1587
35,0.942211055,0.955609756,1588
35,0.934001179,0.506097561,1589
35,0.932160804,0.963414634,1590
35,0.929876252,0.594146341,1591
35,0.966168371,0.847804878,1592
35,0.919269299,0.583414634,1593
35,0.951666667,0.935609756,1594
35,0.927135678,0.955609756,1595
35,0.916322923,0.622439024,1596
47,0.972267985,0.18621695,147
47,0.971169687,0.198287566,148
47,0.977210324,0.196665605,149
47,0.998352554,0.12695989,150
47,0.999176277,0.075954505,151
47,0.998901702,0.157023719,152
47,0.999725426,0.156904588,153
47,0.998901702,0.188011978,154
47,0.997803405,0.106116985,155
47,0.998901702,0.134447803,156
47,0.999176277,0.307924978,157
47,,0.164898774,158
47,0.921746293,0.162498732,159
47,0.982152663,0.140288682,160
47,0.984349259,0.182632621,161
47,,0.17658516,162
47,0.998627128,0.156510569,163
47,0.95579352,0.170712322,164
47,0.999450851,0.166136858,165
47,0.938495332,0.145882511,166
47,0.997803405,0.149152606,167
47,0.961010434,0.119875776,168
47,0.995606809,0.177856075,169
47,0.99752883,0.15092421,170
47,0.958813839,0.145331413,171
47,0.988333333,0.188530174,897
47,1.0,0.153341014,898
47,1.0,0.175579612,899
47,1.0,0.228318426,900
47,1.0,0.090711528,901
47,1.0,0.188587833,902
47,1.0,0.201507684,903
47,1.0,0.201555966,904
47,1.0,0.131294489,905
47,1.0,0.110465678,906
47,1.0,0.29677177,907
47,,0.171011949,908
47,0.996666667,0.134697737,909
47,1.0,0.160107473,910
47,1.0,0.161100672,911
47,,0.225286966,912
47,1.0,0.211812872,913
47,0.998333333,0.179796392,914
47,1.0,0.175772489,915
47,0.953333333,0.152687513,916
47,1.0,0.107152564,917
47,0.933333333,0.100684791,918
47,1.0,0.058521406,919
47,1.0,0.19685389,920
47,0.995,0.13924485,921
47,0.907142857,0.23299862,1147
47,0.919161677,0.212355737,1148
47,1.0,0.19865736,1149
47,0.918666667,0.220780689,1150
47,0.925666667,0.253430098,1151
47,0.950661241,0.206106474,1152
47,0.922666667,0.143974683,1153
47,0.923,0.143840185,1154
47,0.921333333,0.221431273,1155
47,0.914333333,0.106078393,1156
47,0.918666667,0.17603806,1157
47,,0.166835816,1158
47,,0.166999023,1159
47,0.932142857,0.233902742,1160
47,,0.167029955,1161
47,,0.189277651,1162
47,0.916666667,0.222433438,1163
47,,0.164520483,1164
47,0.915333333,0.322511751,1165
47,,0.166666667,1166
47,0.899666667,0.204252736,1167
47,0.936646175,0.105150037,1168
47,0.914285714,0.266362973,1169
47,0.942857143,0.265057801,1170
47,,0.166871609,1171
47,0.907142857,0.759410782,1247
47,0.919161677,0.79214292,1248
47,0.948829614,0.787609232,1249
47,0.918666667,0.921266906,1250
47,0.925666667,0.927829745,1251
47,0.950661241,0.89705022,1252
47,0.922666667,0.924765213,1253
47,0.923,0.924779574,1254
47,0.921333333,0.923340641,1255
47,0.914333333,0.915783203,1256
47,0.918666667,0.920739182,1257
47,,0.238325662,1258
47,,0.539139716,1259
47,0.932142857,0.791529764,1260
47,0.999605756,0.782598203,1261
47,0.965306525,0.572262967,1262
47,0.916666667,0.918888928,1263
47,,0.583280782,1264
47,0.915333333,0.91811476,1265
47,,0.535491168,1266
47,0.899666667,0.903237577,1267
47,0.936646175,0.667283508,1268
47,0.914285714,0.886396029,1269
47,0.942857143,0.8867093,1270
47,,0.628559431,1271
47,0.964518037,0.742058117,1447
47,,0.798913128,1448
47,0.981076286,0.782316019,1449
47,0.921666667,0.9238678,1450
47,0.929333333,0.93104723,1451
47,0.907333333,0.907210613,1452
47,0.922333333,0.924842827,1453
47,0.926666667,0.927948794,1454
47,0.923333333,0.925213791,1455
47,0.914666667,0.915233212,1456
47,0.919,0.921393157,1457
47,,0.193764257,1458
47,0.9570274,0.546358364,1459
47,0.99605756,0.80043098,1460
47,0.999605756,0.783090104,1461
47,,0.562785202,1462
47,0.911,0.913451183,1463
47,,0.494752478,1464
47,0.919,0.922084452,1465
47,,0.538597022,1466
47,0.912,0.914742197,1467
47,,0.661409052,1468
47,0.951666667,0.878385308,1469
47,0.916601101,0.88841296,1470
47,0.944805835,0.621504698,1471
47,0.907483795,0.179751431,1847
47,0.929876252,0.203638113,1848
47,0.931054803,0.200825776,1849
47,,0.182889735,1850
47,,0.111151128,1851
47,,0.23414392,1852
47,,0.146028599,1853
47,,0.229190341,1854
47,,0.104168937,1855
47,,0.132109006,1856
47,,0.148952512,1857
47,,0.166666667,1858
47,,0.087596489,1859
47,0.935179729,0.121767661,1860
47,,0.155439019,1861
47,,0.112824533,1862
47,,0.276429339,1863
47,0.934001179,0.166666667,1864
47,,0.153466626,1865
47,0.929876252,0.166666667,1866
47,,0.168525807,1867
47,0.919269299,0.166666667,1868
47,,0.246260048,1869
47,0.938,0.205462948,1870
47,0.916322923,0.170965342,1871
61,0.941939891,0.925197796,1172
61,0.93954918,0.944824257,1173
61,0.948829614,0.836034753,1174
61,0.946379781,0.924543982,1175
61,0.950990437,0.934627646,1176
61,0.980811105,0.907266816,1177
61,0.959528689,0.953578191,1178
61,0.956284153,0.940325324,1179
61,0.957821038,0.952548794,1180
61,0.946550546,0.951516146,1181
61,0.956113388,0.942875086,1182
61,,0.863819508,1183
61,,0.884860705,1184
61,0.93852459,0.913300826,1185
61,,0.89231359,1186
61,,0.77379723,1187
61,0.952356557,0.956758039,1188
61,,0.563533693,1189
61,0.961407104,0.958491957,1190
61,,0.800519843,1191
61,0.953893443,0.941236893,1192
61,0.936646175,0.928353103,1193
61,0.949965847,0.925925233,1194
61,0.958674863,0.953332706,1195
61,,0.904231923,1196
61,,0.498980344,1522
61,,0.5,1523
61,,0.499882959,1524
61,0.995279308,0.538727994,1525
61,0.99606609,0.68445545,1526
61,0.903346995,0.558548917,1527
61,0.998426436,0.524760831,1528
61,0.996852872,0.561426666,1529
61,0.996852872,0.529773122,1530
61,0.989771833,0.571353727,1531
61,0.988985051,0.39317377,1532
61,,0.5,1533
61,,0.5,1534
61,,0.5,1535
61,,0.5,1536
61,,0.5,1537
61,0.966955153,0.5,1538
61,0.913333333,0.499531835,1539
61,0.9693155,0.489264742,1540
61,,0.5,1541
61,0.966168371,0.501521536,1542
61,,0.5,1543
61,0.951666667,0.498515285,1544
61,0.916601101,0.499684144,1545
61,,0.5,1546
61,0.907483795,0.5,1597
61,0.929876252,0.558913902,1598
61,0.931054803,0.5207606,1599
61,0.995279308,0.511631823,1600
61,0.99606609,0.505020136,1601
61,0.903346995,0.919724389,1602
61,0.998426436,0.497969962,1603
61,0.996852872,0.364440945,1604
61,0.996852872,0.504150331,1605
61,0.989771833,0.606829763,1606
61,0.988985051,0.484565857,1607
61,,0.5,1608
61,,0.496021531,1609
61,0.935179729,0.507896399,1610
61,,0.435985538,1611
61,0.913965822,0.5,1612
61,0.966955153,0.504488215,1613
61,0.934001179,0.5,1614
61,0.9693155,0.518886679,1615
61,0.929876252,0.5,1616
61,0.966168371,0.5,1617
61,0.919269299,0.5,1618
61,0.951666667,0.647286011,1619
61,0.916601101,0.505031594,1620
61,0.916322923,0.50276908,1621
62,0.972267985,0.653832546,97
62,0.971169687,0.714315455,98
62,0.977210324,0.700506875,99
62,0.989,0.989127503,100
62,0.9905,0.989618642,101
62,0.9775,0.974299015,102
62,0.9915,0.989123104,103
62,0.9935,0.990113201,104
62,0.988,0.990112224,105
62,0.9885,0.98961913,106
62,0.9885,0.989620108,107
62,,0.562178194,108
62,0.921746293,0.562688392,109
62,0.982152663,0.713722667,110
62,0.984349259,0.709408952,111
62,0.92778693,0.558911265,112
62,0.9815,0.979735264,113
62,0.95579352,0.561373313,114
62,0.979,0.980231778,115
62,0.938495332,0.589196213,116
62,0.977,0.974786733,117
62,0.961010434,0.581171833,118
62,0.9695,0.967867294,119
62,0.963,0.964419547,120
62,0.958813839,0.576523362,121
62,0.972267985,0.5,247
62,0.971169687,0.5,248
62,0.977210324,0.5,249
62,0.9925,0.399006189,250
62,0.9945,0.516346864,251
62,0.9895,0.455462736,252
62,0.9945,0.454634397,253
62,0.996,0.542747661,254
62,0.9895,0.54536658,255
62,0.9915,0.540466919,256
62,0.9915,0.440949457,257
62,,0.5,258
62,0.921746293,0.5,259
62,0.982152663,0.5,260
62,0.984349259,0.5,261
62,0.92778693,0.499504463,262
62,0.97,0.5,263
62,0.95579352,0.5,264
62,0.9865,0.500494071,265
62,0.938495332,0.505921035,266
62,0.986,0.500494071,267
62,0.961010434,0.491083262,268
62,0.9775,0.156278467,269
62,0.9735,0.065260885,270
62,0.958813839,0.5,271
62,0.972267985,0.507950098,297
62,0.971169687,0.517404401,298
62,0.924037461,0.507949121,299
62,0.9925,0.503950614,300
62,0.9945,0.52166436,301
62,0.9895,0.511227779,302
62,0.9945,0.468561241,303
62,0.996,0.598648561,304
62,0.9895,0.624875383,305
62,0.9915,0.397935946,306
62,0.9915,0.426201604,307
62,,0.5,308
62,0.921746293,0.45269281,309
62,0.982152663,0.482656686,310
62,0.984349259,0.501484657,311
62,0.92778693,0.523123605,312
62,0.97,0.498023715,313
62,0.95579352,0.583825938,314
62,0.9865,0.408829946,315
62,0.938495332,0.5,316
62,0.986,0.499011858,317
62,0.961010434,0.532691774,318
62,0.9775,0.453143387,319
62,0.9735,0.416144251,320
62,0.958813839,0.507423285,321
62,,0.776555713,372
62,,0.748354562,373
62,0.924037461,0.770197785,374
62,0.9925,0.989123104,375
62,0.9945,0.990110758,376
62,0.9895,0.98368881,377
62,0.9945,0.993573166,378
62,0.996,0.994561797,379
62,0.9895,0.990609227,380
62,0.9915,0.991103787,381
62,0.9915,0.987643823,382
62,,0.530180368,383
62,,0.638228498,384
62,,0.779058812,385
62,,0.757265925,386
62,,0.612048103,387
62,0.97,0.961426287,388
62,,0.619292037,389
62,0.9865,0.982206597,390
62,,0.593271934,391
62,0.986,0.978741746,392
62,,0.588912281,393
62,0.9775,0.970833187,394
62,0.9735,0.974299504,395
62,,0.663410489,396
62,,0.500000489,422
62,,0.541116884,423
62,0.924037461,0.529794298,424
62,0.9925,0.289276946,425
62,0.9945,0.45803474,426
62,0.9895,0.507572337,427
62,0.9945,0.508493528,428
62,0.996,0.591739385,429
62,0.9895,0.510080322,430
62,0.9915,0.477822998,431
62,0.9915,0.341513607,432
62,,0.5,433
62,,0.52204261,434
62,,0.508373309,435
62,,0.531008707,436
62,0.92778693,0.517140017,437
62,0.97,0.509563771,438
62,,0.5,439
62,0.9865,0.267443986,440
62,,0.5,441
62,0.986,0.499505929,442
62,,0.535058037,443
62,0.9775,0.890209181,444
62,0.9325,0.935217059,445
62,,0.523027332,446
62,0.988333333,0.471251999,1022
62,1.0,0.456793454,1023
62,1.0,0.431548911,1024
62,1.0,0.380242725,1025
62,1.0,0.424718902,1026
62,1.0,0.430957589,1027
62,1.0,0.313869569,1028
62,1.0,0.364215956,1029
62,1.0,0.677789376,1030
62,1.0,0.514132585,1031
62,1.0,0.472456144,1032
62,,0.5,1033
62,0.996666667,0.416105156,1034
62,1.0,0.481277098,1035
62,1.0,0.491303664,1036
62,,0.412260099,1037
62,1.0,0.466420755,1038
62,0.998333333,0.411248011,1039
62,1.0,0.489130435,1040
62,0.953333333,0.449894051,1041
62,1.0,0.49604792,1042
62,0.933333333,0.419267504,1043
62,1.0,0.475809573,1044
62,1.0,0.467902969,1045
62,0.995,0.43008429,1046
62,0.918209036,0.500000489,1347
62,0.919161677,0.50495244,1348
62,0.948829614,0.547329181,1349
62,0.992787153,0.508339589,1350
62,0.993603702,0.421618129,1351
62,0.980811105,0.502552945,1352
62,0.990473598,0.421514037,1353
62,0.993875885,0.551037403,1354
62,0.991834513,0.453226954,1355
62,0.99346761,0.491271898,1356
62,0.991426238,0.530844505,1357
62,,0.5,1358
62,0.9570274,0.5,1359
62,0.99605756,0.524672769,1360
62,0.999605756,0.494841819,1361
62,,0.531464659,1362
62,0.993739793,0.466929976,1363
62,,0.498537823,1364
62,0.988432226,0.24855004,1365
62,,0.497556523,1366
62,0.994964616,0.511872368,1367
62,,0.508925046,1368
62,0.911,0.912957957,1369
62,0.9445,0.948570663,1370
62,0.944805835,0.549058186,1371
62,0.964518037,0.497373262,1472
62,,0.473691567,1473
62,0.981076286,0.515183769,1474
62,0.995279308,0.492573783,1475
62,0.99606609,0.494043291,1476
62,0.903346995,0.61695314,1477
62,0.998426436,0.556600224,1478
62,0.996852872,0.477622145,1479
62,0.996852872,0.617451121,1480
62,0.989771833,0.57158656,1481
62,0.988985051,0.519264865,1482
62,,0.5,1483
62,0.9570274,0.5,1484
62,0.99605756,0.515837155,1485
62,0.999605756,0.47027754,1486
62,0.965306525,0.500993518,1487
62,0.966955153,0.496543945,1488
62,,0.5,1489
62,0.9693155,0.5,1490
62,,0.5,1491
62,0.966168371,0.5,1492
62,,0.487828061,1493
62,0.951666667,0.579175023,1494
62,0.916601101,0.495720982,1495
62,0.944805835,0.5,1496
62,0.907483795,0.50791589,1622
62,0.929876252,0.503469738,1623
62,0.931054803,0.556477561,1624
62,0.974874372,0.47487421,1625
62,0.99606609,0.537498094,1626
62,0.903346995,0.708297659,1627
62,0.998426436,0.31086116,1628
62,0.996852872,0.545936888,1629
62,0.957286432,0.529465406,1630
62,0.954773869,0.473212645,1631
62,0.988985051,0.58290377,1632
62,,0.5,1633
62,,0.529616902,1634
62,0.935179729,0.541280597,1635
62,,0.507437945,1636
62,,0.507576735,1637
62,0.942211055,0.543389807,1638
62,0.913333333,0.470634776,1639
62,0.9693155,0.397238089,1640
62,0.929876252,0.5,1641
62,,0.503461919,1642
62,0.919269299,0.5,1643
62,,0.864491092,1644
62,0.938,0.945107767,1645
62,0.916322923,0.525958039,1646
62,0.907483795,0.442801613,1797
62,0.929876252,0.522479993,1798
62,0.931054803,0.483794369,1799
62,,0.450146218,1800
62,,0.613291833,1801
62,,0.61782595,1802
62,,0.630765629,1803
62,,0.547195279,1804
62,,0.511466262,1805
62,,0.359789841,1806
62,,0.45953699,1807
62,,0.519818068,1808
62,,0.468717135,1809
62,0.935179729,0.503522028,1810
62,,0.520163576,1811
62,,0.510226442,1812
62,,0.502984952,1813
62,0.913333333,0.50664186,1814
62,,0.531723668,1815
62,0.929876252,0.522365638,1816
62,,0.625679775,1817
62,0.919269299,0.5,1818
62,,0.522808396,1819
62,0.938,0.5574745,1820
62,0.916322923,0.556467298,1821
67,0.972267985,0.857895496,222
67,0.971169687,0.898710159,223
67,0.977210324,0.927647247,224
67,0.998352554,0.977966102,225
67,0.999176277,0.988165692,226
67,0.920479647,0.984936386,227
67,0.999725426,0.980225989,228
67,0.998901702,0.987075879,229
67,0.997803405,0.989325733,230
67,0.998901702,0.979136176,231
67,0.999176277,0.991050747,232
67,,0.773046092,233
67,0.921746293,0.880333214,234
67,0.982152663,0.940290449,235
67,0.984349259,0.923167604,236
67,0.92778693,0.877906532,237
67,0.998627128,0.984966484,238
67,0.95579352,0.931544988,239
67,0.999450851,0.982696564,240
67,0.938495332,0.92454147,241
67,0.997803405,0.940621532,242
67,0.961010434,0.915378393,243
67,0.995606809,0.972881356,244
67,0.99752883,0.976501941,245
67,0.958813839,0.924561536,246
67,0.972267985,0.649946387,347
67,0.971169687,0.5,348
67,0.977210324,0.456815089,349
67,0.998352554,0.628641121,350
67,0.999176277,0.521036889,351
67,0.920479647,0.504255159,352
67,0.999725426,0.368149012,353
67,0.998901702,0.392928134,354
67,0.997803405,0.495503427,355
67,0.998901702,0.571332543,356
67,0.999176277,0.414691774,357
67,,0.5,358
67,0.921746293,0.5,359
67,0.982152663,0.477585483,360
67,0.984349259,0.48237238,361
67,0.92778693,0.473618766,362
67,0.987513007,0.246617381,363
67,0.95579352,0.501109878,364
67,0.999450851,0.5,365
67,0.938495332,0.5,366
67,0.997803405,0.595829493,367
67,0.961010434,0.5,368
67,0.995606809,0.500554939,369
67,0.99752883,0.504994451,370
67,0.958813839,0.512690231,371
67,0.956374212,0.328732043,522
67,0.969461949,0.502219756,523
67,0.956374212,0.606727616,524
67,0.982549685,0.496690432,525
67,0.981580223,0.551623118,526
67,0.944723618,0.488340011,527
67,0.976732913,0.513733015,528
67,0.963160446,0.577846335,529
67,0.97527872,0.316433091,530
67,0.968007756,0.427639095,531
67,0.96994668,0.438169767,532
67,,0.5,533
67,,0.5,534
67,0.939893359,0.515488127,535
67,0.96994668,0.510998451,536
67,0.92778693,0.497225305,537
67,0.980610761,0.5,538
67,,0.712240637,539
67,0.992244304,0.504429479,540
67,,0.5,541
67,0.993213766,0.5,542
67,,0.5,543
67,0.98012603,0.605911197,544
67,0.977217644,0.505460976,545
67,,0.5,546
67,0.956374212,0.502817961,622
67,0.969461949,0.535231413,623
67,0.956374212,0.526455226,624
67,0.982549685,0.586067583,625
67,0.981580223,0.505767603,626
67,0.944723618,0.440403318,627
67,0.976732913,0.554632956,628
67,0.963160446,0.537425459,629
67,0.97527872,0.514903717,630
67,0.968007756,0.421921029,631
67,0.96994668,0.508732294,632
67,,0.5,633
67,,0.47411539,634
67,0.939893359,0.332355763,635
67,0.96994668,0.478739881,636
67,,0.360719101,637
67,0.980610761,0.393365815,638
67,,0.358715677,639
67,0.992244304,0.477165359,640
67,,0.302227907,641
67,0.993213766,0.467988487,642
67,,0.522687284,643
67,0.98012603,0.564672022,644
67,0.977217644,0.387518576,645
67,,0.334101469,646
67,0.956374212,0.418021407,647
67,0.969461949,0.561986995,648
67,0.956374212,0.410148172,649
67,0.982549685,0.61360008,650
67,0.981580223,0.526067082,651
67,0.944723618,0.518575092,652
67,0.976732913,0.567941459,653
67,0.963160446,0.5203672,654
67,0.97527872,0.510722549,655
67,0.968007756,0.405093524,656
67,0.96994668,0.591198731,657
67,,0.502774695,658
67,,0.43057118,659
67,0.939893359,0.37065094,660
67,0.96994668,0.551624372,661
67,,0.491925481,662
67,0.980610761,0.517853358,663
67,,0.603685798,664
67,0.992244304,0.496150542,665
67,,0.538614973,666
67,0.993213766,0.447376111,667
67,,0.481225506,668
67,0.98012603,0.493007769,669
67,0.977217644,0.515035397,670
67,,0.517739862,671
67,0.907483795,0.490758542,1747
67,0.929876252,0.499989967,1748
67,0.931054803,0.362420913,1749
67,,0.732163886,1750
67,,0.502271174,1751
67,,0.482395581,1752
67,,0.506926391,1753
67,,0.53419051,1754
67,,0.346199765,1755
67,,0.289729553,1756
67,,0.37061269,1757
67,,0.5,1758
67,,0.487999523,1759
67,0.935179729,0.5,1760
67,,0.5,1761
67,,0.496760661,1762
67,,0.5,1763
67,0.934001179,0.5,1764
67,,0.5,1765
67,0.929876252,0.5,1766
67,,0.5,1767
67,0.919269299,0.5,1768
67,,0.57740113,1769
67,0.938,0.5,1770
67,0.916322923,0.497780244,1771
