dataset_id,v1,v2,v3,v4,v5,min_x,min_y,max_x,max_y,mean_y
144,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,13,188,30.57039376
145,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,483,31.36979941
146,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,472,30.88001486
147,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,11,258,29.77321694
148,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,203,30.61534175
149,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,8,176,28.71842496
150,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,461,31.24387073
151,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,13,184,30.96638187
152,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,452,31.22009658
153,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,10,486,30.79531947
154,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,13,461,31.25872957
155,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,445,30.99721397
156,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,356,31.051263
157,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,10,185,29.23718425
158,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,9,220,30.4544948
159,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,185,29.27841753
160,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,13,247,30.41381872
161,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,10,460,30.48031204
162,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,13,481,31.28789004
163,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,11,463,31.22529718
164,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,11,236,29.80349183
165,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,206,30.81389302
166,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,459,31.26021545
167,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,11,481,30.9544948
168,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,14,185,30.79160475
169,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,11,499,31.40081724
170,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,11,208,28.79977712
171,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,201,30.82930906
172,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,186,28.81166419
173,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,191,28.78677563
174,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,252,29.74331352
175,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,194,30.83172363
176,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,13,481,31.22659733
177,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,10,454,30.91140416
178,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,11,180,29.3640416
179,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,233,30.28064636
180,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,471,30.98402675
181,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,459,31.21155275
182,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,10,453,30.3441679
183,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,13,217,30.61682764
184,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,467,31.14078752
185,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,11,158,31.00501486
186,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,10,172,28.71489599
187,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,200,30.70003715
188,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,10,250,29.88150074
189,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,508,31.07206538
190,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,453,31.10921248
191,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,222,30.35494056
192,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,178,29.20356612
193,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,11,470,30.5423477
194,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,458,31.23922734
195,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,487,31.15601783
196,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,204,31.11069837
197,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,473,31.18833581
198,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,11,193,29.42960624
199,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,8,451,30.21192422
200,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,13,225,30.48867013
201,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,204,29.29179049
202,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,13,499,31.24349926
203,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,13,489,31.27135958
204,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,10,467,30.54624814
205,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,11,190,30.69149331
206,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,10,250,29.74777117
207,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,468,31.25278603
208,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,475,31.33358098
209,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,9,195,30.80999257
210,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,188,28.91140416
211,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,255,29.99219911
212,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,11,455,30.81705052
213,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,10,476,31.27693165
214,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,11,196,30.84769688
215,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,11,244,29.79160475
216,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,11,199,28.89673105
217,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,11,198,28.74331352
218,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,14,193,30.76188707
219,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,214,30.37871471
220,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,460,31.24089896
221,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,9,451,31.19279346
222,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,13,234,30.25501486
223,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,210,29.31593611
224,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,6,454,30.46805349
225,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,458,31.21545319
226,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,13,488,31.17440565
227,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,11,224,30.31203566
228,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,13,194,29.30683507
229,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,185,28.72195394
230,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,9,183,30.79439079
231,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,487,31.29476226
232,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,11,489,30.9173477
233,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,11,470,31.41901932
234,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,12,200,30.6160847
235,0.000974412,0.037947289,0.067952491,0.069808694,-0.11819196,10.007,79.97300241,13,191,29.70560921
236,0.016707641,0.098953535,0.023542881,-0.078007323,0.04986836,10,79.9809472,240,15344,772.5389222
237,0.016707641,0.098953535,0.023542881,-0.078007323,0.04986836,10,79.9809472,233,10053,681.215841
238,0.016707641,0.098953535,0.023542881,-0.078007323,0.04986836,10,79.9809472,206,8822,630.3478498
239,0.016707641,0.098953535,0.023542881,-0.078007323,0.04986836,10,79.9809472,243,12074,726.627926
240,-0.007799606,0.099332415,0.041684801,-0.049217828,0.044187744,10,79.9809472,284,5026,844.3252586
241,-0.007799606,0.099332415,0.041684801,-0.049217828,0.044187744,10,79.9809472,319,14992,910.4855743
242,-0.007799606,0.099332415,0.041684801,-0.049217828,0.044187744,10,79.9809472,280,8054,806.6330974
243,-0.007799606,0.099332415,0.041684801,-0.049217828,0.044187744,10,79.9809472,277,4576,823.5740338
244,0.035866213,0.071307271,0.041484771,-0.105910247,-0.022584934,10,79.9809472,190,5124,684.6015242
245,0.035866213,0.071307271,0.041484771,-0.105910247,-0.022584934,10,79.9809472,224,4380,684.4755035
246,0.035866213,0.071307271,0.041484771,-0.105910247,-0.022584934,10,79.9809472,228,4383,717.505988
247,0.035866213,0.071307271,0.041484771,-0.105910247,-0.022584934,10,79.9809472,165,8004,666.1899837
248,-0.00348191,0.063235202,0.132959545,-0.103500645,-0.027917297,10,79.97852365,412,9231,1197.087646
249,-0.00348191,0.063235202,0.132959545,-0.103500645,-0.027917297,10,79.97852365,391,11445,1183.734836
250,-0.00348191,0.063235202,0.132959545,-0.103500645,-0.027917297,10,79.97852365,333,11055,1132.789928
251,-0.00348191,0.063235202,0.132959545,-0.103500645,-0.027917297,10,79.97852365,365,13291,1265.70729
252,-0.00348191,0.063235202,0.132959545,-0.103500645,-0.027917297,10,79.97852365,456,58393,1851.898164
253,-0.00348191,0.063235202,0.132959545,-0.103500645,-0.027917297,10,79.97852365,333,11826,1199.304674
254,-0.00348191,0.063235202,0.132959545,-0.103500645,-0.027917297,10,79.97852365,406,15632,1347.058431
255,0.058859063,0.109616699,0.036836815,-0.075236822,0.032728235,10,79.98339681,338,29133,1333.189583
256,0.058859063,0.109616699,0.036836815,-0.075236822,0.032728235,10,79.98339681,343,22247,1169.260711
257,-0.017488957,0.10269396,0.010533541,-0.083976741,-0.013185772,10,79.9809472,2777,134641,7934.863092
258,-0.017488957,0.10269396,0.010533541,-0.083976741,-0.013185772,10,79.9809472,2698,107532,7425.159771
259,-0.017488957,0.10269396,0.010533541,-0.083976741,-0.013185772,10,79.9809472,2884,136431,7936.86663
260,-0.017488957,0.10269396,0.010533541,-0.083976741,-0.013185772,10,79.9809472,2656,114869,7520.461894
261,-0.017488957,0.10269396,0.010533541,-0.083976741,-0.013185772,10,79.9809472,2550,100977,7164.244692
262,0.057474743,0.070671887,0.092379751,-0.053236238,0.051724409,10,79.97852365,549,20399,1454.739009
263,0.057474743,0.070671887,0.092379751,-0.053236238,0.051724409,10,79.97852365,503,14225,1287.64552
264,0.062967445,0.063022735,0.105797971,-0.072782711,0.002425923,10,49.98395095,4246,55720,11581.98619
265,0.062967445,0.063022735,0.105797971,-0.072782711,0.002425923,10,49.98395095,3619,106650,11028.5019
266,0.062967445,0.063022735,0.105797971,-0.072782711,0.002425923,10,49.98395095,4232,68076,11970.95095
267,0.062967445,0.063022735,0.105797971,-0.072782711,0.002425923,10,49.98395095,4578,69348,12741.82429
268,-0.011111946,0.093166617,0.103239502,-0.016142823,0.036964307,10,79.97852365,529,22138,1716.853923
269,0.083297404,0.125649412,0.060108513,-0.116276066,0.017117756,10,79.98339681,334,24200,1193.242229
270,0.083297404,0.125649412,0.060108513,-0.116276066,0.017117756,10,79.98339681,323,24497,1171.921591
271,0.083297404,0.125649412,0.060108513,-0.116276066,0.017117756,10,79.98339681,352,22279,1239.659759
272,0.080289644,0.010038977,0.02194191,-0.048843217,0.030435517,10,79.97852365,335,12884,871.9841402
273,0.080289644,0.010038977,0.02194191,-0.048843217,0.030435517,10,79.97852365,350,12132,913.8569839
274,0.033686088,0.123224189,0.029584303,-0.054485479,-0.043940795,10,79.97852365,531,33028,1627.078742
275,0.033686088,0.123224189,0.029584303,-0.054485479,-0.043940795,10,79.97852365,500,20817,1376.861992
276,0.033686088,0.123224189,0.029584303,-0.054485479,-0.043940795,10,79.9809472,223,12756,706.9784976
277,0.033686088,0.123224189,0.029584303,-0.054485479,-0.043940795,10,79.97852365,506,24078,1461.662771
278,0.033686088,0.123224189,0.029584303,-0.054485479,-0.043940795,10,79.97852365,529,39695,1657.225932
279,0.033686088,0.123224189,0.029584303,-0.054485479,-0.043940795,10,79.98339681,379,19208,1153.975077
280,0.050625896,0.119558463,0.064151338,-0.072631136,-0.070224747,10,89.98594665,220,6541,815.5177423
281,0.050625896,0.119558463,0.064151338,-0.072631136,-0.070224747,10,89.98594665,230,5904,811.6934985
282,0.050625896,0.119558463,0.064151338,-0.072631136,-0.070224747,10,89.98594665,274,5236,915.4886878
283,0.04072158,0.087764909,0.104817758,-0.007501523,-0.050698382,10,79.98339681,381,16128,1257.8345
284,0.04072158,0.087764909,0.104817758,-0.007501523,-0.050698382,10,79.98339681,349,21501,1322.366284
285,0.045503671,0.019536838,0.134034644,-0.021794329,0.050457666,10,79.9809472,193,10947,698.0694066
286,0.045503671,0.019536838,0.134034644,-0.021794329,0.050457666,10,79.9809472,210,5034,692.9216113
287,0.045503671,0.019536838,0.134034644,-0.021794329,0.050457666,10,79.9809472,205,4443,689.150245
288,0.045503671,0.019536838,0.134034644,-0.021794329,0.050457666,10,79.9809472,210,6905,658.047632
